제품범주2,플랜트,제조일자,중분류(보정),count
미트편의식,진천)육가공,2021-07-06,동물성이물,1
더건강한 닭가슴살,진천)육가공,2021-07-06,합성수지류,1
스팸일반,진천)육가공,2021-07-06,동물성이물,1
스팸일반,진천)육가공,2021-07-06,합성수지류,1
스팸일반,진천)육가공,2021-07-06,동물성이물,1
비비고일반,진천BC,2021-07-06,곰팡이,1
비비고 죽(용기),진천BC,2021-07-06,식물성이물,1
비비고 한식반찬,진천BC,2021-07-06,식물성이물,1
고메피자(프리미엄),진천BC,2021-07-06,기타이물류,1
치킨,참프레(너겟 고메치킨),2021-07-06,인체이물류,1
맛간식,하북율원식품,2021-07-06,합성수지류,1
꼬지형,하이푸드텍,2021-07-06,합성수지류,1
비비고성형밥(OEM),한우물 영농조합,2021-07-06,성분,1
쌈장가정용,공주공장,2021-07-07,기타이물류,1
Gut Care,노바렉스(1공장),2021-07-07,포장불량,1
백미,부산공장,2021-07-07,인체이물류,1
잡곡,부산공장,2021-07-07,합성수지류,1
잡곡,부산공장,2021-07-07,인체이물류,1
국판삼해김,삼해상사(부안1),2021-07-07,기타이물류,1
일반 국물 사골,성보(HMR),2021-07-07,기타이물류,1
냉동 생선구이,씨푸드_성남,2021-07-07,성분,1
핫도그,우양냉동(장항),2021-07-07,기타이물류,1
비비고 왕교자,인천냉동식품,2021-07-07,기타,1
비비고 왕교자,인천냉동식품,2021-07-07,합성수지류,1
비비고 왕교자,인천냉동식품,2021-07-07,합성수지류,1
손만두,인천냉동식품,2021-07-07,합성수지류,1
비비고 왕교자,인천냉동식품,2021-07-07,인체이물류,1
원물형,정다운 훈제공장,2021-07-07,성분,1
후랑크,진천BC,2021-07-07,인체이물류,1
비엔나,진천BC,2021-07-07,동물성이물,1
후랑크,진천BC,2021-07-07,인체이물류,1
비비고 죽(용기),진천BC,2021-07-07,인체이물류,1
까스류,진천BC,2021-07-07,기타이물류,1
비비고 한식반찬,진천BC,2021-07-07,동물성이물,1
비비고 죽(용기),진천BC,2021-07-07,포장오류,1
치킨,참프레(너겟 고메치킨),2021-07-07,합성수지류,1
비비고 수제만두,푸드웨어,2021-07-07,합성수지류,1
비비고성형밥(OEM),한우물 영농조합,2021-07-07,포장오류,1
비비고별미김치,경기농협 북파주,2021-07-08,인체이물류,1
더비비고 국물요리,논산1공장,2021-07-08,벌레류,1
고추장가정용,논산1공장,2021-07-08,변화,1
하선정액젓가정용,논산1공장,2021-07-08,관능,1
하선정액젓가정용,논산1공장,2021-07-08,합성수지류,1
미니소시지,신라에스지,2021-07-08,기타변질,1
자일로스설탕,인천1)당,2021-07-08,기타이물류,1
비비고 왕교자,인천냉동식품,2021-07-08,인체이물류,1
비비고 왕교자,인천냉동식품,2021-07-08,인체이물류,1
손만두,인천냉동식품,2021-07-08,합성수지류,1
연두부류,진천)두부,2021-07-08,포장불량,1
더건강한 닭가슴살,진천)육가공,2021-07-08,동물성이물,1
미트편의식,진천)육가공,2021-07-08,동물성이물,1
더건강한 닭가슴살,진천)육가공,2021-07-08,동물성이물,1
스팸일반,진천)육가공,2021-07-08,기타이물류,1
스팸일반,진천)육가공,2021-07-08,동물성이물,1
스팸일반,진천)육가공,2021-07-08,동물성이물,1
사각햄,진천BC,2021-07-08,동물성이물,1
비비고썰은김치,진천BC,2021-07-08,기타,1
일반 한식반찬,진천BC,2021-07-08,동물성이물,1
비비고 한식반찬,진천BC,2021-07-08,동물성이물,1
고메피자(프리미엄),진천BC,2021-07-08,포장불량,1
콩나물,청수,2021-07-08,합성수지류,1
다이어트,경북과학대,2021-07-09,기타이물류,1
된장업소용,공주공장,2021-07-09,변화,1
쌈장가정용,공주공장,2021-07-09,변화,1
손만두,남원공장,2021-07-09,인체이물류,1
남원B2C냉동면,남원공장,2021-07-09,일부인오류,1
고추장가정용,논산1공장,2021-07-09,포장불량,1
상온 일품요리,부산공장,2021-07-09,식물성이물,1
국판조미김,씨푸드_이천,2021-07-09,형태,1
국판조미김,씨푸드_이천,2021-07-09,기타,1
비비고 왕교자,인천냉동식품,2021-07-09,공정이물류,1
일반 국물 삼계,정다운(자연일가),2021-07-09,동물성이물,1
더건강한 닭가슴살,진천)육가공,2021-07-09,동물성이물,1
더건강한 닭가슴살,진천)육가공,2021-07-09,동물성이물,1
비엔나,진천BC,2021-07-09,동물성이물,1
더건강한 닭가슴살,진천BC,2021-07-09,동물성이물,1
양식반찬,진천BC,2021-07-09,포장불량,1
고메피자(프리미엄),진천BC,2021-07-09,합성수지류,1
비비고 수제만두,푸드웨어,2021-07-09,기타변질,1
비비고 수제만두,푸드웨어,2021-07-09,합성수지류,1
맛간식,하북율원식품,2021-07-09,기타변질,1
비비고성형밥(OEM),한우물 영농조합,2021-07-09,합성수지류,1
비비고성형밥(OEM),한우물 영농조합,2021-07-09,기타이물류,1
냉면,남원공장,2021-07-10,식물성이물,1
냉면,남원공장,2021-07-10,공정이물류,1
냉면,남원공장,2021-07-10,기타이물류,1
하선정절임류,두메,2021-07-10,인체이물류,1
일반국밥,부산공장,2021-07-10,기타이물류,1
국판삼해김,삼해상사(김포),2021-07-10,포장불량,1
비비고 왕교자,인천냉동식품,2021-07-10,합성수지류,1
비비고 왕교자,인천냉동식품,2021-07-10,합성수지류,1
비비고 왕교자,인천냉동식품,2021-07-10,인체이물류,1
비비고 왕교자,인천냉동식품,2021-07-10,관능,1
비비고 왕교자,인천냉동식품,2021-07-10,공정이물류,1
후랑크,진천)육가공,2021-07-10,기타이물류,1
스팸일반,진천)육가공,2021-07-10,관능,1
비엔나,진천BC,2021-07-10,기타변질,1
B2B고메(반찬류),진천BC,2021-07-10,포장불량,1
일반덮밥,부산공장,2021-07-11,인체이물류,1
일반국밥,부산공장,2021-07-11,포장불량,1
일반국밥,부산공장,2021-07-11,기타이물류,1
국판삼해김,삼해상사(부안1),2021-07-11,포장불량,1
백미,진천BC,2021-07-11,합성수지류,1
콩나물,청수,2021-07-11,기타,1
된장업소용,공주공장,2021-07-12,관능,1
일반 국물,교동,2021-07-12,인체이물류,1
냉면,남원공장,2021-07-12,공정이물류,1
남원B2C냉동면,남원공장,2021-07-12,성분,1
프리미엄덮밥,부산공장,2021-07-12,미생물,1
백미,부산공장,2021-07-12,기타이물류,1
일반국밥,부산공장,2021-07-12,기타,1
프리미엄덮밥,부산공장,2021-07-12,기타이물류,1
프리미엄덮밥,부산공장,2021-07-12,포장불량,1
BIG컵반(트레이),부산공장,2021-07-12,기타이물류,1
일반국밥,부산공장,2021-07-12,기타,1
비비고 죽(파우치),부산공장,2021-07-12,합성수지류,1
BIG컵반(트레이),부산공장,2021-07-12,포장불량,1
포도씨유,인천2)유,2021-07-12,관능,1
비비고 왕교자,인천냉동식품,2021-07-12,인체이물류,1
비비고 수제만두,인천냉동식품,2021-07-12,인체이물류,1
스팸일반,진천)육가공,2021-07-12,기타이물류,1
사각햄,진천BC,2021-07-12,동물성이물,1
비비고 한식반찬,진천BC,2021-07-12,합성수지류,1
백미,진천BC,2021-07-12,인체이물류,1
콩나물,청수,2021-07-12,합성수지류,1
된장업소용,공주공장,2021-07-13,변화,1
쌈장가정용,공주공장,2021-07-13,합성수지류,1
일반 국물,교동,2021-07-13,성분,1
손만두,남원공장,2021-07-13,합성수지류,1
손만두,남원공장,2021-07-13,합성수지류,1
잡곡,부산공장,2021-07-13,미생물,1
잡곡,부산공장,2021-07-13,미생물,1
비비고 죽(파우치),부산공장,2021-07-13,합성수지류,1
과일젤리,쌍인,2021-07-13,기타이물류,1
진한참기름,인천2)유,2021-07-13,관능,1
비비고 왕교자,인천냉동식품,2021-07-13,식물성이물,1
비비고 수제만두,인천냉동식품,2021-07-13,동물성이물,1
비비고 왕교자,인천냉동식품,2021-07-13,포장불량,1
비비고 왕교자,인천냉동식품,2021-07-13,동물성이물,1
비비고 왕교자,인천냉동식품,2021-07-13,합성수지류,1
비비고 왕교자,인천냉동식품,2021-07-13,합성수지류,1
FV _ OEM,진천B2B생산,2021-07-13,벌레류,1
더건강한 닭가슴살,진천)육가공,2021-07-13,동물성이물,1
더건강한 닭가슴살,진천)육가공,2021-07-13,동물성이물,1
스팸일반,진천)육가공,2021-07-13,동물성이물,1
스팸일반,진천)육가공,2021-07-13,포장불량,1
스팸일반,진천)육가공,2021-07-13,포장불량,1
